;"referenceName";"vernacularName";"type";"family"
;"Erythrura trichroa cyanofrons E. L. Layard, 1878";"Diamant de kittlitz, Bengali des Nouvelles-Hébrides";"Passeriformes (Passereaux)";"Estrildidae"
;"Esacus magnirostris (Vieillot, 1818)";"Oedicnème des récifs";"Charadriiformes (Limicoles)";"Burhinidae"
;"Estrilda astrild (Linnaeus, 1758)";"Astrild bec de corail, Astrild ondulé";"Passeriformes (Passereaux)";"Estrildidae"
;"Estrilda melpoda (Vieillot, 1817)";"Astrild à joues orange";"Passeriformes (Passereaux)";"Estrildidae"
;"Estrilda troglodytes (Lichtenstein, 1823)";"Astrild cendré, Astrild troglodyte";"Passeriformes (Passereaux)";"Estrildidae"
;"Euchrepomis callinota (Sclater, 1855)";"Grisin à croupion roux";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Euchrepomis callinota guianensis Blake, 1949";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Euchrepomis spodioptila (Sclater & Salvin, 1881)";"Grisin spodioptile";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Eucometis penicillata (Spix, 1825)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Eudocimus albus (Linnaeus, 1758)";"Ibis blanc";"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Eudocimus ruber (Linnaeus, 1758)";"Ibis rouge";"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)"
;"Eudromias morinellus (Linnaeus, 1758)";"Pluvier guignard";"Charadriiformes (Limicoles)";"Charadriidae"
;"Eudyptes chrysocome (Forster, 1781)";"Gorfou sauteur";"Sphenisciformes";"Spheniscidae"
;"Eudyptes chrysocome filholi Hutton, 1879";"Gorfou de Filhol";"Sphenisciformes";"Spheniscidae"
;"Eudyptes chrysolophus (Brandt, 1837)";"Gorfou maraconi";"Sphenisciformes";"Spheniscidae"
;"Eudyptes moseleyi Mathews & Iredale, 1921";"Gorfou sauteur du Nord, Gorfou de Moseley";"Sphenisciformes";"Spheniscidae"
;"Eudyptes schlegeli Finsch, 1876";"Gorfou de Schlegel";"Sphenisciformes";"Spheniscidae"
;"Eudyptes sclateri Buller, 1888";;"Sphenisciformes";"Spheniscidae"
;"Eulampis holosericeus (Linnaeus, 1758)";"Colibri falle-vert, Falle-vert";"Caprimulgiformes";"Trochilidae"
;"Eulampis jugularis (Linnaeus, 1766)";"Madère, Colibri madère";"Caprimulgiformes";"Trochilidae"
;"Eunymphicus cornutus (Gmelin, 1788)";"Perruche cornue, Perruche de la chaîne";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Eunymphicus uvaeensis (E. L. Layard & E. L. C. Layard, 1882)";"Perruche d'Ouvéa";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Euodice malabarica (Linnaeus, 1758)";"Capucin bec-de-plomb";"Passeriformes (Passereaux)";"Estrildidae"
;"Eupetomena macroura (Gmelin, 1788)";;"Caprimulgiformes";"Trochilidae"
;"Euphagus carolinus (P. L. S. Müller, 1776)";"Quiscale rouilleux, Mainate rouilleux";"Passeriformes (Passereaux)";"Icteridae"
;"Euphonia cayennensis (Gmelin, 1789)";"Organiste nègre";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia chlorotica (Linnaeus, 1766)";;"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia chrysopasta nitida (Penard, 1923)";;"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia chrysopasta Sclater & Salvin, 1869";"Organiste fardé";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia cyanocephala (Vieillot, 1818)";"Organiste doré";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia finschi Sclater & Salvin, 1877";"Organiste de Finsch";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia minuta Cabanis, 1849";"Organiste cul-blanc";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia musica (Gmelin, 1789)";"Organiste louis d'or, Perruche, Avant Noël, Roi-bois";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia plumbea De Bus de Gisignies, 1855";"Organiste plombé";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euphonia violacea (Linnaeus, 1758)";"Organiste téïté";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Euplectes franciscanus (Isert, 1789)";"Euplecte franciscain";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Euplectes orix (Linnaeus, 1758)";"Euplecte ignicolore";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Eupsittula aurea (Gmelin, 1788)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Eupsittula labati Rothschild, 1905";"Perrique de Guadeloupe, Conure de Guadeloupe";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Eupsittula pertinax (Linnaeus, 1758)";"Conure cuivrée";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Eupsittula pertinax surinama Zimmer & Phelps, 1951";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Eurostopodus mystacalis (Temminck, 1826)";;"Caprimulgiformes";"Caprimulgidae"
;"Eurostopodus mystacalis exul Mayr, 1941";"Engoulevent de Nouvelle-Calédonie";"Caprimulgiformes";"Caprimulgidae"
;"Eurypyga helias (Pallas, 1781)";"Caurale soleil";"Eurypygiformes";"Eurypygidae"
;"Eurystomus glaucurus (Müller, 1776)";"Rolle violet";"Coraciiformes (Guêpiers)";"Coraciidae"
;"Eurystomus glaucurus glaucurus (Müller, 1776)";;"Coraciiformes (Guêpiers)";"Coraciidae"
;"Eurystomus glaucurus migrans";"Rolle violet";"Coraciiformes (Guêpiers)";"Coraciidae"
;"Falco amurensis Radde, 1863";"Faucon de l'Amour";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco biarmicus Temminck, 1825";"Faucon lanier";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco cenchroides Vigors & Horsfield, 1826";"Crécerelle d’Australie";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco cherrug Gray, 1834";"Faucon sacre";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco columbarius Linnaeus, 1758";"Faucon émerillon";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco concolor Temminck, 1825";"Faucon concolore";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco deiroleucus Temminck, 1825";"Faucon orangé";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco duboisi G.S. Cowles, 1994";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco eleonorae Géné, 1839";"Faucon d'Éléonore";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco femoralis femoralis Temminck, 1822";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco femoralis Temminck, 1822";"Faucon aplomado";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco naumanni Fleischer, 1818";"Faucon crécerellette";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus anatum Bonaparte, 1838";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus calidus Latham, 1790";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus nesiotes Mayr, 1941";"Faucon pèlerin";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus pelegrinoides Temminck, 1829";"Faucon de Barbarie";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus peregrinus Tunstall, 1771";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus radama Hartlaub, 1861";"Faucon pèlerin";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus tundrius White, 1968";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco peregrinus Tunstall, 1771";"Faucon pèlerin";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco rufigularis Daudin, 1800";"Faucon des chauves-souris";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco rusticolus Linnaeus, 1758";"Faucon gerfaut";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco sparverius caribaearum Gmelin, 1788";"Crécerelle d'Amérique (Caraïbes)";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco sparverius Linnaeus, 1758";"Crécerelle d'Amérique";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco subbuteo Linnaeus, 1758";"Faucon hobereau";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco tinnunculus Linnaeus, 1758";"Faucon crécerelle";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Falco vespertinus Linnaeus, 1766";"Faucon kobez";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Ficedula albicollis (Temminck, 1815)";"Gobemouche à collier";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Ficedula hypoleuca (Pallas, 1764)";"Gobemouche noir";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Ficedula parva (Bechstein, 1794)";"Gobemouche nain, Gobemouche rougeâtre";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Ficedula semitorquata (Homeyer, 1885)";"Gobemouche à semi collier, Gobe-mouche à demi-collier";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Florisuga mellivora (Linnaeus, 1758)";"Colibri jacobin";"Caprimulgiformes";"Trochilidae"
;"Fluvicola pica (Boddaert, 1783)";"Moucherolle pie";"Passeriformes (Passereaux)";"Tyrannidae"
;"Formicarius analis (D'Orbigny & Lafresnaye, 1837)";"Tétéma coq-de-bois";"Passeriformes (Passereaux)";"Formicariidae"
;"Formicarius colma Boddaert, 1785";"Tétéma colma";"Passeriformes (Passereaux)";"Formicariidae"
;"Formicivora grisea (Boddaert, 1783)";"Grisin de Cayenne";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Forpus modestus (Cabanis, 1849)";"Toui de Sclater";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Forpus modestus modestus (Cabanis, 1849)";"Toui de Sclater";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Forpus modestus sclateri (Gray, 1859)";"Toui de Sclater (sclateri)";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Forpus passerinus (Linnaeus, 1758)";"Toui été";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Foudia delloni Cheke & Hume, 2008";"Foudi de La Réunion";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Foudia eminentissima algondae (Schlegel, 1867)";"Foudi des Comores";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Foudia eminentissima Bonaparte, 1850";"Foudy, Cardinal";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Foudia madagascariensis (Linnaeus, 1766)";"Foudi rouge, Foudi de Madagascar";"Passeriformes (Passereaux)";"Ploceidae (Moineaux)"
;"Foulehaio carunculata (Gmelin, 1788)";"Méliphage foulehaio";"Passeriformes (Passereaux)";"Meliphagidae"
;"Francolinus francolinus (Linnaeus, 1766)";"Francolin noir";"Galliformes";"Phasianidae (Tétras)"
;"Francolinus pondicerianus (Gmelin, 1789)";"Francolin gris";"Galliformes";"Phasianidae (Tétras)"
;"Fratercula arctica (Linnaeus, 1758)";"Macareux moine";"Charadriiformes (Limicoles)";"Alcidae (Macareux, Guillemots, Pingouins)"
;"Frederickena viridis (Vieillot, 1816)";"Batara à gorge noire";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Fregata ariel (Gray, 1845)";"Frégate ariel";"Pelecaniformes";"Fregatidae"
;"Fregata ariel ariel (Gray, 1845)";"Frégate ariel, Petite Frégate";"Pelecaniformes";"Fregatidae"
;"Fregata magnificens Mathews, 1914";"Frégate superbe";"Pelecaniformes";"Fregatidae"
;"Fregata minor (Gmelin, 1789)";"Frégate du Pacifique";"Pelecaniformes";"Fregatidae"
;"Fregata minor palmerstoni (Gmelin, 1789)";"Frégate du Pacifique";"Pelecaniformes";"Fregatidae"
;"Fregetta grallaria (Vieillot, 1818)";"Océanite à ventre blanc";"Procellariiformes (Pétrels tempêtes, Albatros)";"Oceanitidae"
;"Fregetta grallaria titan Murphy, 1928";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Oceanitidae"
;"Fregetta tropica (Gould, 1844)";"Océanite à ventre noir";"Procellariiformes (Pétrels tempêtes, Albatros)";"Oceanitidae"
;"Fregilupus varius (Boddaert, 1783)";;"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Fringilla coelebs Linnaeus, 1758";"Pinson des arbres";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Fringilla montifringilla Linnaeus, 1758";"Pinson du nord, Pinson des Ardennes";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Fulica americana Gmelin, 1789";"Foulque d'Amérique";"Gruiformes (Grues)";"Rallidae"
;"Fulica atra Linnaeus, 1758";"Foulque macroule";"Gruiformes (Grues)";"Rallidae"
;"Fulica cristata Gmelin, 1789";"Foulque à crête, Foulque caronculée";"Gruiformes (Grues)";"Rallidae"
;"Fulica newtoni Milne-Edwards, 1867";;"Gruiformes (Grues)";"Rallidae"
;"Fulmarus glacialis (Linnaeus, 1761)";"Pétrel fulmar, Fulmar boréal";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Fulmarus glacialoides (A. Smith, 1840)";"Fulmar argenté, Fulmar antarctique";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Galbula albirostris Latham, 1790";"Jacamar à bec jaune";"Piciformes (Pics)";"Galbulidae"
;"Galbula dea (Linnaeus, 1768)";"Jacamar à longue queue";"Piciformes (Pics)";"Galbulidae"
;"Galbula galbula (Linnaeus, 1766)";"Jacamar vert";"Piciformes (Pics)";"Galbulidae"
;"Galbula leucogastra Vieillot, 1817";"Jacamar à ventre blanc";"Piciformes (Pics)";"Galbulidae"
;"Galbula ruficauda Cuvier, 1816";;"Piciformes (Pics)";"Galbulidae"
;"Galerida cristata (Linnaeus, 1758)";"Cochevis huppé";"Passeriformes (Passereaux)";"Alaudidae"
;"Galerida theklae (C. L. Brehm, 1858)";"Cochevis de Thékla";"Passeriformes (Passereaux)";"Alaudidae"
;"Gallicolumba longitarsus Balouet & Olson, 1989";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Gallicolumba nui Steadman, 1992";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Gallicolumba stairi (G. R. Gray, 1856)";"Gallicolombe de Stair";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Gallinago delicata (Ord, 1825)";"Bécassine de Wilson";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Gallinago gallinago (Linnaeus, 1758)";"Bécassine des marais";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Gallinago media (Latham, 1787)";"Bécassine double";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Gallinago paraguaiae (Vieillot, 1816)";"Bécassine sud-américaine, Bécassine de Magellan";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Gallinago undulata (Boddaert, 1783)";"Bécassine géante";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Gallinula angulata Sundevall, 1850";"Gallinule africaine";"Gruiformes (Grues)";"Rallidae"
;"Gallinula chloropus (Linnaeus, 1758)";"Poule-d'eau, Gallinule poule-d'eau";"Gruiformes (Grues)";"Rallidae"
;"Gallinula chloropus pyrrhorrhoa Newton, 1861";"Gallinule poule-d’eau";"Gruiformes (Grues)";"Rallidae"
;"Gallinula galeata (Lichtenstein, 1818)";"Gallinule d'Amérique, Poule d'eau, Gallinule poule d’eau";"Gruiformes (Grues)";"Rallidae"
;"Gallinula galeata cerceris Bangs, 1910";;"Gruiformes (Grues)";"Rallidae"
;"Gallinula tenebrosa Gould, 1846";"Gallinule sombre, Poule d'eau";"Gruiformes (Grues)";"Rallidae"
;"Gallirallus epulare Kirchman & Steadman, 2007";;"Gruiformes (Grues)";"Rallidae"
;"Gallirallus gracilitibia Kirchman & Steadman, 2007";;"Gruiformes (Grues)";"Rallidae"
;"Gallirallus lafresnayanus Verreaux & Des Murs, 1860";"Râle de Lafresnaye";"Gruiformes (Grues)";"Rallidae"
;"Gallirallus pacificus (Gmelin, 1789)";;"Gruiformes (Grues)";"Rallidae"
;"Gallirallus philippensis Linnaeus, 1766";"Râle tiklin";"Gruiformes (Grues)";"Rallidae"
;"Gallirallus philippensis swindellsi (Mathews, 1911)";"Râle tiklin, Râle à bandes";"Gruiformes (Grues)";"Rallidae"
;"Gallirallus philippensis tournelieri Schodde & Naurois, 1982";"Râle tiklin, Râle à bandes";"Gruiformes (Grues)";"Rallidae"
;"Gallirallus roletti Kirchman & Steadman, 2007";;"Gruiformes (Grues)";"Rallidae"
;"Gallirallus steadmani Worthy & Bollt, 2012";;"Gruiformes (Grues)";"Rallidae"
;"Gallirallus storrsolsoni Kirchman & Steadman, 2007";;"Gruiformes (Grues)";"Rallidae"
;"Gallus gallus (Linnaeus, 1758)";"Coq bankiva, Coq, Poule";"Galliformes";"Phasianidae (Tétras)"
;"Gampsonyx swainsonii Vigors, 1825";"Élanion perle";"Accipitriformes";"Accipitridae"
;"Garrodia nereis (Gould, 1841)";"Océanite à croupion gris";"Procellariiformes (Pétrels tempêtes, Albatros)";"Oceanitidae"
;"Garrulus glandarius (Linnaeus, 1758)";"Geai des chênes";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Gavia adamsii (Gray, 1859)";"Plongeon à bec blanc";"Gaviiformes";"Gaviidae (Plongeons)"
;"Gavia arctica (Linnaeus, 1758)";"Plongeon arctique";"Gaviiformes";"Gaviidae (Plongeons)"
;"Gavia immer (Brünnich, 1764)";"Plongeon imbrin";"Gaviiformes";"Gaviidae (Plongeons)"
;"Gavia stellata (Pontoppidan, 1763)";"Plongeon catmarin";"Gaviiformes";"Gaviidae (Plongeons)"
;"Gelochelidon nilotica (Gmelin, 1789)";"Sterne hansel";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Gelochelidon nilotica gronvoldi (Mathews, 1912)";;"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Geopelia striata (Linnaeus, 1766)";"Géopélie zébrée";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Geothlypis aequinoctialis (Gmelin, 1789)";"Paruline équatoriale";"Passeriformes (Passereaux)";"Parulidae"
;"Geothlypis formosa (A. Wilson, 1811)";"Paruline du Kentucky";"Passeriformes (Passereaux)";"Parulidae"
;"Geothlypis philadelphia (A. Wilson, 1810)";"Paruline triste";"Passeriformes (Passereaux)";"Parulidae"
;"Geothlypis trichas (Linnaeus, 1766)";"Paruline masquée";"Passeriformes (Passereaux)";"Parulidae"
;"Geotrygon montana (Linnaeus, 1758)";"Colombe roux violet, Colombe rouviolette, Perdrix rouge";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Geotrygon mystacea (Temminck, 1811)";"Colombe à croissant, Perdrix croissant";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Geranoaetus albicaudatus (Vieillot, 1816)";"Buse à queue blanche";"Accipitriformes";"Accipitridae"
;"Geranoaetus albicaudatus colonus Berlepsch, 1892";;"Accipitriformes";"Accipitridae"
;"Geranospiza caerulescens (Vieillot, 1817)";"Buse échasse";"Accipitriformes";"Accipitridae"
;"Gerygone flavolateralis (G. R. Gray, 1859)";;"Passeriformes (Passereaux)";"Pardalotidae"
;"Gerygone flavolateralis flavolateralis (G. R. Gray, 1859)";"Gérygone mélanésienne";"Passeriformes (Passereaux)";"Pardalotidae"
;"Gerygone flavolateralis lifuensis (Sarasin, 1913)";"Fauvette de Lifou";"Passeriformes (Passereaux)";"Pardalotidae"
;"Glareola maldivarum J. R. Forster, 1795";"Glaréole orientale, Glaréole des Maldives";"Charadriiformes (Limicoles)";"Glareolidae"
;"Glareola nordmanni Fischer, 1842";"Glaréole à ailes noires";"Charadriiformes (Limicoles)";"Glareolidae"
;"Glareola ocularis J. Verreaux, 1833";"Glaréole malgache, Glaréole de Madagascar";"Charadriiformes (Limicoles)";"Glareolidae"
;"Glareola pratincola (Linnaeus, 1766)";"Glaréole à collier";"Charadriiformes (Limicoles)";"Glareolidae"
;"Glaucidium brasilianum (Gmelin, 1788)";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Glaucidium hardyi Vielliard, 1989";"Chevêchette d'Amazonie";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Glaucidium passerinum (Linnaeus, 1758)";"Chouette chevêchette, Chevêchette d'Europe";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Glaucis hirsutus (Gmelin, 1788)";"Ermite hirsute";"Caprimulgiformes";"Trochilidae"
;"Glycifohia undulata (Sparrman, 1787)";"Méliphage barré, Grive perlée";"Passeriformes (Passereaux)";"Meliphagidae"
;"Glyphorynchus spirurus (Vieillot, 1819)";"Grimpar bec-en-coin";"Passeriformes (Passereaux)";"Furnariidae"
;"Gracula religiosa Linnaeus, 1758";"Mainate religieux";"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Grallaria varia (Boddaert, 1783)";"Grallaire roi";"Passeriformes (Passereaux)";"Grallariidae"
;"Granatellus pelzelni Sclater, 1865";"Granatelle de Pelzeln, Paruline de Pelzeln";"Passeriformes (Passereaux)";"Cardinalidae"
;"Graydidascalus brachyurus (Kuhl, 1820)";"Caïque à queue courte";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Grus grus (Linnaeus, 1758)";"Grue cendrée";"Gruiformes (Grues)";"Gruidae"
;"Grus primigenia Milne-Edwards, 1869";;"Gruiformes (Grues)";"Gruidae"
;"Gygis alba (Sparrman, 1786)";"Gygis blanche";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Gygis alba candida (Gmelin, 1789)";"Gygis blanche, Sterne blanche";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Gymnoderus foetidus (Linnaeus, 1758)";"Coracine à col nu";"Passeriformes (Passereaux)";"Cotingidae"
;"Gymnomystax mexicanus (Linnaeus, 1766)";;"Passeriformes (Passereaux)";"Icteridae"
;"Gymnomyza aubryana (J. Verreaux & Des Murs, 1860)";"Méliphage toulou, Méliphage noir";"Passeriformes (Passereaux)";"Meliphagidae"
;"Gymnopithys rufigula (Boddaert, 1783)";"Fourmilier à gorge rousse";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Gypaetus barbatus (Linnaeus, 1758)";"Gypaète barbu";"Accipitriformes";"Accipitridae"
;"Gyps fulvus (Hablizl, 1783)";"Vautour fauve";"Accipitriformes";"Accipitridae"
;"Gyps melitensis";;"Accipitriformes";"Accipitridae"
;"Haematoderus militaris (Shaw, 1792)";"Coracine rouge";"Passeriformes (Passereaux)";"Cotingidae"
;"Haematopus finschi G. H. Martens, 1897";"Huitrier de Finsch";"Charadriiformes (Limicoles)";"Haematopodidae"
